"Observações"	"Grupos"	"Famílias"	"Taxon Rank"	"Espécies"	"Origem"	"Categoria de Ameaça IUCN"	"Campo Vazio"	"Identificador"	"CatalogNumber"	"OtherCatalogNumbers"	"Herbário"	"GBIF ID"	"Coletor"	"No. coleta"	"Ano de coleta"	"Mês"	"Dia"	"Determinador"	"Estado"	"Município"	"Localidade"	"Latitude"	"Longitude"	"Ocorre em SP segundo Flora 2020?"	"Endemica de SP segundo Flora 2020?"	"cont.spp"	"cont.id"	"Prioritarias_conservacao"	"concat.code"
""	"Angiopermas"	"Lauraceae"	"ESPECIE"	"Endlicheria paniculata (Spreng.) J.F.Macbr."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75100"	"75100"	""	"ESA"	2459939449	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"194"	2001	4	17	"Baitello, J.B."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4\S; 46o49'27,9\W. 30-180msm."	0	0	1	0	"35"	"2"	""	"2001417194"
""	"Angiopermas"	"Peraceae"	"ESPECIE"	"Pera glabrata (Schott) Baill."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75252"	"75252"	""	"ESA"	2459939451	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"68"	2001	4	11	"Souza, V.C. & Rodrigues, R.R."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente."	0	0	1	0	"16"	"3"	""	"200141168"
""	"Angiopermas"	"Gesneriaceae"	"ESPECIE"	"Nematanthus maculatus (Fritsch) Wiehler"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75835"	"75835"	""	"ESA"	2459939452	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"129"	2001	4	12	"Chautems, A."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	0	0	1	0	"2"	"1"	""	"2001412129"
""	"Angiopermas"	"Clusiaceae"	"ESPECIE"	"Clusia criuva Cambess."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75221"	"75221"	""	"ESA"	2459939453	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"559"	2001	4	10	"Bittrich, V."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta de neblina com campo adjacente."	-23.59	-46.44	1	0	"18"	"1"	""	"2001410559"
""	"Angiopermas"	"Myristicaceae"	"ESPECIE"	"Virola gardneri (A.DC.) Warb."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75326"	"75326"	""	"ESA"	2459939456	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"164"	2001	4	16	""	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana no entorno do Vale do Rio Mambu."	0	0	1	0	"1"	"1"	""	"2001416164"
""	"Angiopermas"	"Araceae"	"ESPECIE"	"Anthurium acutum N.E.Br."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75910"	"75910"	""	"ESA"	2459939458	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2099"	2001	4	11	"Temponi, L.G."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente."	-23.59	-46.44	1	0	"3"	"1"	""	"20014112099"
""	"Angiopermas"	"Humiriaceae"	"ESPECIE"	"Humiriastrum dentatum (Casar.) Cuatrec."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75378"	"75378"	""	"ESA"	2459939460	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2159"	2001	4	12	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	0	0	1	0	"2"	"1"	""	"20014122159"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Pleiochiton ebracteatum Triana"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75545"	"75545"	""	"ESA"	2459939464	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"102"	2001	4	13	"Reginato, M."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7\S; 46o46'31,5\W. 750msm."	0	0	1	0	"1"	"1"	""	"2001413102"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Pleroma scaberrimum Triana"	""	""	NA	"BRA:ESALQ:ESA:75176"	"75176"	""	"ESA"	2459939468	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2193"	2001	4	13	"Souza, V.C. et al."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7\S; 46o46'31,5\W. 750msm."	0	0	0	0	"7"	"1"	""	"20014132193"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Leandra acutiflora (Naudin) Cogn."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75740"	"75740"	""	"ESA"	2459939471	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"597"	2001	4	11	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente."	0	0	1	0	"4"	"1"	""	"2001411597"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Vernonanthura lindbergii (Baker) H.Rob."	""	""	NA	"BRA:ESALQ:ESA:75195"	"75195"	""	"ESA"	2459939473	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2215"	2001	4	13	"Semir, J."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu."	0	0	0	0	"3"	"2"	""	"20014132215"
""	"Angiopermas"	"Cyperaceae"	"ESPECIE"	"Scleria latifolia Sw."	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:76106"	"76106"	""	"ESA"	2459939475	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"155"	2001	4	13	"F.Vitta, 2001"	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu"	0	0	1	0	"2"	"1"	""	"2001413155"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper umbellatum L."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75966"	"75966"	""	"ESA"	2459939477	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"665"	2001	4	17	"Souza, V.C."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos."	0	0	1	0	"2"	"2"	""	"2001417665"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia vellozoi Mazine"	""	""	NA	"BRA:ESALQ:ESA:75110"	"75110"	""	"ESA"	2459939478	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"205"	2001	4	17	"Souza, V.C.; Mazine, F.F.; Sampaio, D."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4\S; 46o49'27,9\W. 30-180msm."	0	0	0	0	"3"	"1"	""	"2001417205"
""	"Angiopermas"	"Malpighiaceae"	"ESPECIE"	"Heteropterys patens (Griseb.) A.Juss."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75750"	"75750"	""	"ESA"	2459939483	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"653"	2001	4	16	"2019"	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7\S; 46o49'05,7\W. 30-100msm."	0	0	1	0	"1"	"1"	""	"2001416653"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Ossaea marginata (Desr.) Triana"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75989"	"75989"	""	"ESA"	2459939487	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"688"	2001	4	17	"Souza, V.C."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4\S; 46o49'27,9\W. 30-180msm."	0	0	1	0	"1"	"1"	""	"2001417688"
""	"Angiopermas"	"Begoniaceae"	"ESPECIE"	"Begonia angularis Raddi"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:76014"	"76014"	""	"ESA"	2459939488	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"609"	2001	4	12	"Feliciano, C.D."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	-23.59	-46.42	1	0	"2"	"2"	""	"2001412609"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Clidemia atrata Spring"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75318"	"75318"	""	"ESA"	2459939490	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"98"	2001	4	12	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	0	0	1	0	"3"	"1"	""	"200141298"
""	"Angiopermas"	"Malpighiaceae"	"ESPECIE"	"Heteropterys thyrsoidea (Griseb.) A.Juss."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75556"	"75556"	""	"ESA"	2459939495	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"113"	2001	4	13	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7\S; 46o46'31,5\W. 750msm."	0	0	1	1	"4"	"2"	""	"2001413113"
""	"Angiopermas"	"Ochnaceae"	"ESPECIE"	"Ouratea vaccinioides (A.St.-Hil. & Tul.) Engl."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75309"	"75309"	""	"ESA"	2459939498	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"68"	2001	4	11	"Yamamoto, K."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente."	0	0	1	0	"5"	"4"	""	"200141168"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper solmsianum C.DC."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75130"	"75130"	""	"ESA"	2459939502	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"225"	2001	4	17	"Souza, V.C. et al."	"S<e3>o Paulo"	"Itanha<e9>m"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta Ombr<f3>fila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos."	0	0	1	0	"8"	"2"	""	"2001417225"
""	"Angiopermas"	"Poaceae"	"ESPECIE"	"Chusquea capituliflora Trin."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75698"	"75698"	""	"ESA"	2459939503	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2262"	2001	4	14	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Subosque de Pinus com ca. 40 anos de plantio"	-23.59	-46.44	1	0	"1"	"1"	""	"20014142262"
""	"Angiopermas"	"Arecaceae"	"ESPECIE"	"Geonoma schottiana Mart."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75281"	"75281"	""	"ESA"	2459939504	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"98"	2001	4	11	"Souza, V.C. & Rodrigues, R.R."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente."	-23.59	-46.44	1	0	"6"	"2"	""	"200141198"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia lascada Sobral"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75191"	"75191"	""	"ESA"	2459939506	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2211"	2001	4	13	"Caliari, C.P."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7\S; 46o46'31,5\W. 750msm."	0	0	1	0	"3"	"1"	""	"20014132211"
""	"Angiopermas"	"Cyperaceae"	"ESPECIE"	"Hypolytrum schraderianum Nees"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:76008"	"76008"	""	"ESA"	2459939513	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"603"	2001	4	12	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	-23.59	-46.42	1	0	"7"	"2"	""	"2001412603"
""	"Angiopermas"	"Eriocaulaceae"	"ESPECIE"	"Paepalanthus oerstedianus Körn."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75913"	"75913"	""	"ESA"	2459939514	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2112"	2001	4	11	"Trov<f3>, M.L.O."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente."	-23.59	-46.44	1	0	"5"	"2"	""	"20014112112"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia hartwegiana (O.Berg) Kiaersk."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75260"	"75260"	""	"ESA"	2459939516	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"76"	2001	4	11	"Gissi, D.S."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente."	0	0	1	0	"9"	"2"	""	"200141176"
""	"Angiopermas"	"Poaceae"	"ESPECIE"	"Paspalum polyphyllum Nees"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75937"	"75937"	""	"ESA"	2459939523	"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"2136"	2001	4	11	"Gon<e7>alves, A.P.S."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente."	-23.59	-46.44	1	0	"2"	"2"	""	"20014112136"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Piptocarpha leprosa (Less.) Baker"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75830"	"75830"	""	"ESA"	2459939527	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares, F.J. Jr., Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"124"	2001	4	12	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	0	0	1	0	"2"	"2"	""	"2001412124"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Mikania trinervis Hook. & Arn."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75571"	"75571"	""	"ESA"	2459939528	"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"128"	2001	4	13	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu."	0	0	1	0	"11"	"2"	""	"2001413128"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia glomerata (Cambess.) G.P.Burton & E.Lucas"	""	""	NA	"BRA:ESALQ:ESA:75254"	"75254"	""	"ESA"	2459939532	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"70"	2001	4	11	"Mazine, F.F. & Souza, V.C."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente."	0	0	0	0	"9"	"3"	""	"200141170"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Miconia lymanii Wurdack"	"NATIVA"	"LC"	NA	"BRA:ESALQ:ESA:75244"	"75244"	""	"ESA"	2459939534	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"60"	2001	4	11	"Ivanauskas, N.M. et al."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente."	0	0	1	0	"9"	"1"	""	"200141160"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Pleiochiton blepharodes (DC.) Reginato et al."	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75829"	"75829"	""	"ESA"	2459939536	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"123"	2001	4	12	"Valente, B."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	0	0	1	0	"9"	"1"	""	"2001412123"
""	"Angiopermas"	"Campanulaceae"	"ESPECIE"	"Siphocampylus convolvulaceus (Cham.) G.Don"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75730"	"75730"	""	"ESA"	2459939542	"Rom<e3>o, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E."	"586"	2001	4	11	""	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Campo. Floresta ribeirinha altomontana com campo adjacente."	-23.59	-46.44	1	0	"6"	"2"	""	"2001411586"
""	"Angiopermas"	"Gesneriaceae"	"ESPECIE"	"Nematanthus maculatus (Fritsch) Wiehler"	"NATIVA"	""	NA	"BRA:ESALQ:ESA:75836"	"75836"	""	"ESA"	2459939543	"Meireles, L.D.; Gon<e7>alves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E."	"130"	2001	4	12	"Chautems, A."	"S<e3>o Paulo"	"S<e3>o Paulo"	"Parque Estadual da Serra do Mar, N<fa>cleo Curucutu. Trilha do Rio Branco. 23o59'S, 46o42'W. Ca. 700-800m.s.m. Floresta Altomontana sobre o divisor de <e1>gua. Transi<e7><e3>o Floresta Altomontana-Floresta de encosta com campos adjacentes."	0	0	1	0	"2"	"1"	""	"2001412130"
